AccountID,OwnerName,BranchID,AccountType,Balance,CreditLimit,CreatedAt,IsActive
ACC0932,Customer_0932,BR001-HCM,Savings,38847269.25,75733403.44,2020-04-04,True
ACC0933,Customer_0933,BR005-HP,Business,3433629.24,11892221.8,2022-01-03,True
ACC0934,Customer_0934,BR001-HCM,Savings,39227355.3,92009807.08,2021-10-07,True
ACC0935,Customer_0935,BR003-DN,Savings,4993576.0,84586152.25,2022-10-12,True
ACC0936,Customer_0936,BR002-HN,Business,39149705.74,61295642.88,2024-10-03,True
ACC0937,Customer_0937,BR005-HP,Savings,26677517.65,71581163.4,2022-03-25,True
ACC0938,Customer_0938,BR001-HCM,Savings,46063620.31,85129681.01,2023-06-23,True
ACC0939,Customer_0939,BR004-CT,Business,47908512.93,18084853.76,2022-07-14,True
ACC0940,Customer_0940,BR005-HP,Savings,20675109.51,76140944.65,2022-02-15,True
ACC0941,Customer_0941,BR005-HP,Savings,25042893.01,36125045.79,2022-09-24,True
ACC0942,Customer_0942,BR001-HCM,Checking,24938783.53,38478111.69,2023-10-24,True
ACC0943,Customer_0943,BR004-CT,Savings,27918836.61,29058932.5,2023-04-28,True
ACC0944,Customer_0944,BR004-CT,Business,18688349.04,1278584.45,2023-11-04,False
ACC0945,Customer_0945,BR004-CT,Business,33098139.03,8500591.01,2021-07-13,True
ACC0946,Customer_0946,BR002-HN,Savings,18503644.68,19908638.55,2021-10-28,False
ACC0947,Customer_0947,BR001-HCM,Savings,41986402.0,72520050.03,2022-12-25,True
ACC0948,Customer_0948,BR004-CT,Checking,24053401.02,60316543.24,2023-08-17,True
ACC0949,Customer_0949,BR002-HN,Checking,5847815.07,25068986.04,2023-04-21,True
ACC0950,Customer_0950,BR001-HCM,Savings,37021018.62,83031246.86,2023-11-01,True
ACC0951,Customer_0951,BR004-CT,Business,34120615.92,15273665.12,2024-10-04,True
ACC0952,Customer_0952,BR005-HP,Checking,39740205.05,20193175.45,2023-08-17,True
ACC0953,Customer_0953,BR005-HP,Checking,40569339.07,54052898.7,2020-01-14,True
ACC0954,Customer_0954,BR004-CT,Checking,16070680.29,37633656.3,2023-01-02,True
ACC0955,Customer_0955,BR005-HP,Business,43087854.78,30304457.16,2021-08-14,True
ACC0956,Customer_0956,BR003-DN,Business,19759484.3,76401113.8,2024-11-16,False
ACC0957,Customer_0957,BR004-CT,Business,42790397.74,50668504.88,2023-05-16,False
ACC0958,Customer_0958,BR005-HP,Business,17961806.63,97778294.45,2022-01-01,True
ACC0959,Customer_0959,BR002-HN,Checking,17769401.0,74205713.41,2020-11-11,False
ACC0960,Customer_0960,BR001-HCM,Checking,17584579.86,35736608.07,2022-01-22,True
ACC0961,Customer_0961,BR002-HN,Savings,32580099.83,59253166.68,2020-05-04,True
ACC0962,Customer_0962,BR002-HN,Savings,27151632.23,3737762.17,2023-10-17,False
ACC0963,Customer_0963,BR003-DN,Savings,34949944.58,58798923.36,2022-07-19,False
ACC0964,Customer_0964,BR003-DN,Business,5337420.82,48835861.76,2021-06-16,True
ACC0965,Customer_0965,BR002-HN,Business,15326284.43,96942775.28,2021-08-21,True
ACC0966,Customer_0966,BR005-HP,Savings,14724100.17,4753136.11,2024-07-26,True
ACC0967,Customer_0967,BR005-HP,Business,47918082.64,71770684.3,2024-02-19,True
ACC0968,Customer_0968,BR003-DN,Savings,28538200.59,53106365.71,2023-04-12,True
ACC0969,Customer_0969,BR003-DN,Business,40304272.24,43291048.45,2024-06-07,False
ACC0970,Customer_0970,BR004-CT,Checking,31435711.86,45322860.53,2024-03-01,True
ACC0971,Customer_0971,BR005-HP,Checking,11041163.85,96211707.46,2023-05-21,False
ACC0972,Customer_0972,BR005-HP,Business,31524544.34,52226958.57,2022-08-05,True
ACC0973,Customer_0973,BR002-HN,Business,34422678.52,30027567.48,2023-07-11,True
ACC0974,Customer_0974,BR002-HN,Checking,13713270.55,28704459.7,2021-05-22,True
ACC0975,Customer_0975,BR004-CT,Savings,6121149.54,19191601.15,2021-05-15,False
ACC0976,Customer_0976,BR005-HP,Checking,21389946.88,90565562.28,2021-03-09,True
ACC0977,Customer_0977,BR001-HCM,Checking,39588657.08,27777199.19,2024-03-21,True
ACC0978,Customer_0978,BR004-CT,Savings,3238700.01,89650547.57,2022-10-10,True
ACC0979,Customer_0979,BR004-CT,Checking,33747767.64,88571935.21,2023-12-27,True
ACC0980,Customer_0980,BR002-HN,Savings,28763182.28,50024852.85,2020-09-22,True
ACC0981,Customer_0981,BR004-CT,Savings,12284804.33,12227683.35,2022-06-27,False
ACC0982,Customer_0982,BR002-HN,Checking,11291415.07,10681401.32,2021-05-15,False
ACC0983,Customer_0983,BR003-DN,Business,3268307.43,53346997.03,2020-06-18,False
ACC0984,Customer_0984,BR004-CT,Business,12694161.13,27773376.46,2021-06-16,True
ACC0985,Customer_0985,BR003-DN,Savings,32447180.62,90522943.14,2020-12-22,True
ACC0986,Customer_0986,BR002-HN,Checking,27860031.21,30926850.17,2022-11-04,True
ACC0987,Customer_0987,BR004-CT,Checking,889372.26,96074796.76,2022-05-03,True
ACC0988,Customer_0988,BR003-DN,Savings,43041128.5,16022723.11,2023-11-11,False
ACC0989,Customer_0989,BR001-HCM,Checking,43389007.12,82319778.04,2023-08-24,False
ACC0990,Customer_0990,BR003-DN,Business,21407116.99,91854619.85,2020-03-23,True
ACC0991,Customer_0991,BR005-HP,Savings,17916889.16,60211594.2,2024-12-11,False
ACC0992,Customer_0992,BR001-HCM,Savings,32247953.46,18373962.22,2023-11-05,True
ACC0993,Customer_0993,BR004-CT,Savings,31600665.53,31372180.27,2020-02-06,True
ACC0994,Customer_0994,BR005-HP,Business,48498397.05,83062138.15,2021-10-22,False
ACC0995,Customer_0995,BR003-DN,Checking,24179091.26,73517210.88,2022-03-22,True
ACC0996,Customer_0996,BR003-DN,Savings,4677748.06,36759956.32,2023-07-27,True
ACC0997,Customer_0997,BR001-HCM,Savings,46194061.42,64710668.93,2021-02-15,True
ACC0998,Customer_0998,BR003-DN,Business,42665628.12,4978296.46,2024-07-20,True
ACC0999,Customer_0999,BR002-HN,Savings,47922626.77,17012288.38,2024-02-01,False
ACC1000,Customer_1000,BR004-CT,Business,24960376.99,22448394.98,2021-04-28,True
